"brain__g1"	"heart__g2"	"kidney__g3"	"liver__g4"	"skeletal.muscle.organ__g5"
"ENSGALG00000036218"	798	159	115	55	226
"ENSGALG00000036223"	1	8	3553	7	0
"ENSGALG00000036258"	574	10	3	1	1
"ENSGALG00000036297"	2104	18	13	22	1
"ENSGALG00000036310"	403	458	3125	637	396
"ENSGALG00000036327"	13392	71	41	2129	16
"ENSGALG00000036346"	27	15	19	12	739
"ENSGALG00000036358"	2053	2	0	0	4
"ENSGALG00000036364"	830	0	0	0	0
"ENSGALG00000036378"	1665	0	0	53	0
"ENSGALG00000036443"	454	122	533	21	46
"ENSGALG00000036484"	4693	1	0	0	1
"ENSGALG00000036498"	220	1704	668	66	352
"ENSGALG00000036500"	0	0	563	10	0
"ENSGALG00000036527"	2240	90	23	146	15
"ENSGALG00000036566"	37	314	34	3	1295
"ENSGALG00000036589"	267	32	178	4	3
"ENSGALG00000036616"	61	2	266	14	0
"ENSGALG00000036638"	282	15	3	1	0
"ENSGALG00000036680"	42	397	42	6	48
"ENSGALG00000036683"	815	56	2160	522	107
"ENSGALG00000036686"	1641	49	1299	43	11
"ENSGALG00000036710"	511	1	0	3	0
"ENSGALG00000036743"	3456	1386	880	338	179
"ENSGALG00000036763"	1437	72	302	58	20
"ENSGALG00000036831"	94	16	7535	1915	1
"ENSGALG00000036867"	1281	212	623	86	181
"ENSGALG00000036883"	61	12	158	615	32
"ENSGALG00000036894"	7399	3108	977	856	522
"ENSGALG00000036896"	343	35	82	1	9
"ENSGALG00000036915"	672	21	101	425	113
"ENSGALG00000036925"	9339	255	95	94	63
"ENSGALG00000036938"	859	1	11	0	0
"ENSGALG00000036942"	278	10	21	81	1
"ENSGALG00000036969"	107	7	1334	154	2
"ENSGALG00000036971"	3137	70	398	2	11
"ENSGALG00000037014"	692	94	132	23	55
"ENSGALG00000037029"	192	1282	124	134	20
"ENSGALG00000037030"	1132	307	3641	412	140
"ENSGALG00000037040"	1105	133	211	161	119
"ENSGALG00000037050"	2965	27355	1816	41	2075
"ENSGALG00000037065"	2082	318	1046	5953	784
"ENSGALG00000037072"	75	104	490	58	144
"ENSGALG00000037076"	252	114	222	4764	252
"ENSGALG00000037097"	9343	1934	856	958	466
"ENSGALG00000037131"	8243	35	40	2	26
"ENSGALG00000037136"	415	272	4285	1276	86
"ENSGALG00000037138"	9	313	51	4	17
"ENSGALG00000037156"	9	3	4544	6	36
"ENSGALG00000037164"	1653	88	164	65	336
"ENSGALG00000037193"	907	122	733	40	24
"ENSGALG00000037195"	860	283	3143	332	406
"ENSGALG00000037219"	724	55	61	18	29
"ENSGALG00000037241"	4268	123	99	78	59
"ENSGALG00000037253"	4	15	41	5570	3
"ENSGALG00000037272"	0	2	1778	0	7
"ENSGALG00000037274"	851	2	21	1	0
"ENSGALG00000037314"	305	130	980	164	27
"ENSGALG00000037316"	52	35	784	111	23
"ENSGALG00000037326"	1209	88	212	67	33
"ENSGALG00000037366"	344	14	35	2	6
"ENSGALG00000037370"	5114	845	281	59	140
"ENSGALG00000037371"	1018	605	124	32	110
"ENSGALG00000037377"	1104	553	135	43	159
"ENSGALG00000037387"	887	5	64	8	6
"ENSGALG00000037400"	4146	18	15	20	3
"ENSGALG00000037435"	513	1	2	0	0
"ENSGALG00000037437"	968	47	9	17	16
"ENSGALG00000037479"	2445	69	240	12	8
"ENSGALG00000037496"	1116	207	191	93	389
"ENSGALG00000037504"	633	68	381	27	45
"ENSGALG00000037506"	846	206	1179	144	77
"ENSGALG00000037521"	173	316	999	118	137
"ENSGALG00000037526"	44	95	461	51	11
"ENSGALG00000037556"	7957	62	4	8	4
"ENSGALG00000037618"	2100	213	177	94	48
"ENSGALG00000037619"	0	0	1602	0	14
"ENSGALG00000037625"	43	313	102	2	25
"ENSGALG00000037626"	1134	14	9	2	3
"ENSGALG00000037642"	9	18	4036	302	1
"ENSGALG00000037656"	3235	643	1094	536	308
"ENSGALG00000037665"	46	3	263	12	4
"ENSGALG00000037695"	0	105	395	0	97
"ENSGALG00000037714"	149	108	1286	125	55
"ENSGALG00000037717"	715	13	206	69	14
"ENSGALG00000037726"	869	310	143	72	123
"ENSGALG00000037744"	61	52	69	59	10274
"ENSGALG00000037769"	724	1354	55	19	11
"ENSGALG00000037787"	3977	1486	401	394	720
"ENSGALG00000037802"	1	11	284	31	0
"ENSGALG00000037812"	157	46	1241	34	22
"ENSGALG00000037826"	15	427	15	11	0
"ENSGALG00000037828"	72	51	1842	240	4
"ENSGALG00000037841"	1890	2	5	3	5
"ENSGALG00000037854"	238	105	2678	2780	48
"ENSGALG00000037856"	3902	66	6	0	19
"ENSGALG00000037864"	1	7	0	0	13928
"ENSGALG00000037869"	130	630	1704	267	85
"ENSGALG00000037878"	0	0	699	0	0
"ENSGALG00000037889"	3607	18	3	1	66
"ENSGALG00000037925"	1804	12	17	4	30
"ENSGALG00000037940"	100	55	68	16	368
"ENSGALG00000037943"	6566	80	53	93	33
"ENSGALG00000037950"	45	8011	69	13	21675
"ENSGALG00000037953"	10642	1126	1909	293	170
"ENSGALG00000038042"	2179	1	0	0	13
"ENSGALG00000038065"	1432	2	0	0	0
"ENSGALG00000038075"	525	4	2	0	1
"ENSGALG00000038087"	7104	24	0	0	4
"ENSGALG00000038152"	83	71	777	631	46
"ENSGALG00000038187"	894	114	277	44	66
"ENSGALG00000038218"	334	2	2	1	0
"ENSGALG00000038223"	458	185	8	1	0
"ENSGALG00000038242"	2081	565	78	69	59
"ENSGALG00000038290"	1560	1909	8884	13283	707
"ENSGALG00000038301"	731	88	3305	1992	16
"ENSGALG00000038313"	565	16	21	13	2
"ENSGALG00000038364"	297	122	57	2	3
"ENSGALG00000038372"	432	5	0	0	0
"ENSGALG00000038395"	597	87	126	37	63
"ENSGALG00000038399"	1637	85	578	670	30
"ENSGALG00000038433"	68	1364	18	9	234
"ENSGALG00000038458"	177	889	57	3	74
"ENSGALG00000038520"	150	699	53	9	139
"ENSGALG00000038527"	713	123	339	166	11
"ENSGALG00000038529"	408	35	51	36	3
"ENSGALG00000038556"	46	311	534	1015	33
"ENSGALG00000038576"	1185	2	14	13	0
"ENSGALG00000038589"	50	120	3252	1034	16
"ENSGALG00000038593"	80	28	286	36	46
"ENSGALG00000038599"	2179	173	5399	838	132
"ENSGALG00000038608"	137	55	857	456	28
"ENSGALG00000038624"	585	54	95	32	6
"ENSGALG00000038634"	749	119	119	4	31
"ENSGALG00000038652"	238	73	1321	1380	65
"ENSGALG00000038667"	116	132	769	144	131
"ENSGALG00000038678"	3623	2052	687	11	99
"ENSGALG00000038755"	672	0	1	0	0
"ENSGALG00000038771"	31	3242	0	3	0
"ENSGALG00000038775"	2285	235	874	0	25
"ENSGALG00000038813"	23	662	16	11	4876
"ENSGALG00000038834"	2335	87	102	12	27
"ENSGALG00000038850"	3829	1624	58	2	3471
"ENSGALG00000038873"	34	3	265	37	5
"ENSGALG00000038884"	15	2647	355	34	16104
"ENSGALG00000038885"	10962	435	397	25	30
"ENSGALG00000038919"	2809	0	4	6	0
"ENSGALG00000038923"	41	22	2068	397	12
"ENSGALG00000038933"	2878	56	15625	1307	22
"ENSGALG00000038936"	0	4	0	0	2762
"ENSGALG00000038943"	3888	62	66	100	12
"ENSGALG00000038964"	29	7	1	1861	6
"ENSGALG00000038966"	473	3	0	0	0
"ENSGALG00000038978"	454	100	110	35	64
"ENSGALG00000038995"	1522	0	1	0	4
"ENSGALG00000039001"	191	3645	794	24	1507
"ENSGALG00000039011"	1	3	17212	9121	2
"ENSGALG00000039022"	2361	212	21	17	33
"ENSGALG00000039118"	1807	607	310	72	17
"ENSGALG00000039124"	791	236	1207	203	23
"ENSGALG00000039141"	1005	1253	6231	2265	391
"ENSGALG00000039151"	2396	0	1	0	1
"ENSGALG00000039155"	1238	453	3254	770	272
"ENSGALG00000039159"	3	2	4343	1	1
"ENSGALG00000039170"	416	31	61	22	0
"ENSGALG00000039216"	261	7735	1107	627	2735
"ENSGALG00000039238"	2302	10	9833	2397	2
"ENSGALG00000039239"	34	14	19	9834	14
"ENSGALG00000039245"	12	22	65	311	42
"ENSGALG00000039254"	5983	5	0	0	0
"ENSGALG00000039257"	40	41	9323	2305	6
"ENSGALG00000039284"	2956	572	1252	264	230
"ENSGALG00000039307"	3247	299	162	25	26
"ENSGALG00000039320"	180	560	196	20	70
"ENSGALG00000039334"	501	541	47	22	77
"ENSGALG00000039335"	4532	180	1015	652	31
"ENSGALG00000039346"	2590	118	176	4	92
"ENSGALG00000039356"	2060	3	5	0	0
"ENSGALG00000039391"	374	85	111	32	31
"ENSGALG00000039394"	146	100	297	808	28
"ENSGALG00000039403"	434	1	1	0	0
"ENSGALG00000039452"	53	1295	932	46	91
"ENSGALG00000039458"	18	53	9	0	602
"ENSGALG00000039474"	547	49	1162	13	9
"ENSGALG00000039477"	1362	6	0	2	5
"ENSGALG00000039498"	7343	215	253	37	1331
"ENSGALG00000039525"	2662	113	81	7	14
"ENSGALG00000039536"	252	14	9	2133	0
"ENSGALG00000039541"	1515	238	807	77	34
"ENSGALG00000039571"	889	14	83	1	2
"ENSGALG00000039587"	291	1	0	0	0
"ENSGALG00000039595"	399	333	22	14	7
"ENSGALG00000039617"	0	0	2462	0	1
"ENSGALG00000039628"	424	1874	229	123	74
"ENSGALG00000039633"	332	0	0	0	0
"ENSGALG00000039659"	4886	7	15	0	3
"ENSGALG00000039690"	3779	24	0	0	12
"ENSGALG00000039696"	3076	722	94	89	187
"ENSGALG00000039698"	925	21	288	125	3
"ENSGALG00000039712"	0	239	0	0	598
"ENSGALG00000039756"	727	6	3	0	3
"ENSGALG00000039772"	1068	36	31	0	0
"ENSGALG00000039811"	505	116	95	87	63
"ENSGALG00000039831"	349	5	19	0	0
"ENSGALG00000039837"	432	4	7	1	0
"ENSGALG00000039887"	16	62	159	8123	3
"ENSGALG00000039924"	2440	208	67	101	221
"ENSGALG00000039935"	418	962	85	1	15
"ENSGALG00000039977"	5	20	0	0	1416
"ENSGALG00000039978"	164	2098	3094	422	65
"ENSGALG00000039985"	1177	410	550	22	110
"ENSGALG00000040003"	8541	649	614	210	329
"ENSGALG00000040031"	1160	146	103	36	389
"ENSGALG00000040038"	853	0	0	0	0
"ENSGALG00000040044"	313	14	25	15	3
"ENSGALG00000040051"	342	33	5	1	7
"ENSGALG00000040068"	791	1013	14300	3245	539
"ENSGALG00000040079"	772	145	5	13	1
"ENSGALG00000040114"	4858	54	0	1	7
"ENSGALG00000040120"	90	19	476	30	8
"ENSGALG00000040131"	3983	120	96	682	13
"ENSGALG00000040167"	430	176	1595	328	54
"ENSGALG00000040182"	207	58	7344	5110	1737
"ENSGALG00000040184"	610	60	85	7	29
"ENSGALG00000040241"	2629	36	100	4	25
"ENSGALG00000040249"	557	9	0	3	0
"ENSGALG00000040256"	1872	9	3	4	2
"ENSGALG00000040292"	0	1	979	48	0
"ENSGALG00000040320"	1	0	352	0	4
"ENSGALG00000040342"	188	756	101	9	54
"ENSGALG00000040360"	189	2002	645	366	277
"ENSGALG00000040369"	1657	252	270	232	503
"ENSGALG00000040371"	1860	426	418	91	144
"ENSGALG00000040415"	6	9447	2	0	9
"ENSGALG00000040418"	559	97	5591	50	559
"ENSGALG00000040424"	101	88	2920	99	235
"ENSGALG00000040436"	2961	2	0	0	0
"ENSGALG00000040444"	86	142	29	8	636
"ENSGALG00000040493"	6611	4392	82	35	26
"ENSGALG00000040541"	387	819	3276	1282	67
"ENSGALG00000040553"	4706	104	219	205	95
"ENSGALG00000040573"	45	402	14810	5226	117
"ENSGALG00000040586"	286	545	409	158	2406
"ENSGALG00000040619"	20	9	2490	713	4
"ENSGALG00000040620"	2416	26	144	1	24
"ENSGALG00000040644"	74	52	1834	3088	20
"ENSGALG00000040655"	183	264	1445	2316	36
"ENSGALG00000040666"	6	1	4494	6	3
"ENSGALG00000040672"	221	927	303	4481	140
"ENSGALG00000040730"	144	36	3	283	3
"ENSGALG00000040768"	159	3	842	562	0
"ENSGALG00000040784"	2933	388	727	346	150
"ENSGALG00000040807"	2323	327	229	57	14
"ENSGALG00000040834"	267	96	874	299	72
"ENSGALG00000040836"	296	33	27	95	43
"ENSGALG00000040840"	444	175	2031	528	160
"ENSGALG00000040842"	19	1189	20	1	402
"ENSGALG00000040854"	331	153	1732	246	97
"ENSGALG00000040855"	638	43	59	11	12
"ENSGALG00000040896"	8761	985	1773	60243	675
"ENSGALG00000040908"	2678	946	461	169	195
"ENSGALG00000040929"	1114	7	13	12	12
"ENSGALG00000040938"	668	4	16	0	3
"ENSGALG00000040947"	271	18	23	35	6
"ENSGALG00000040948"	481	48	66	17	34
"ENSGALG00000040949"	273	0	0	0	0
"ENSGALG00000040954"	408	1	104	0	1
"ENSGALG00000040959"	754	1	0	0	0
"ENSGALG00000040969"	412	624	475	1263	3760
"ENSGALG00000040993"	270	142	1252	829	4
"ENSGALG00000040995"	42	24	14	18	78070
"ENSGALG00000041013"	955	13851	3812	566	294
"ENSGALG00000041028"	2135	4	13	0	2
"ENSGALG00000041043"	2	94	1	1	499
"ENSGALG00000041044"	449	45	34	18	110
"ENSGALG00000041054"	504	4	37	3	0
"ENSGALG00000041078"	1515	183	394	132	2544
"ENSGALG00000041083"	275	0	0	0	1
"ENSGALG00000041093"	362	65	115	39	17
"ENSGALG00000041094"	8708	27	15	0	3
"ENSGALG00000041101"	16	22	261	24	0
"ENSGALG00000041120"	161	10	433	11	6
"ENSGALG00000041140"	2035	637	211	337	388
"ENSGALG00000041161"	9	7	106	4760	1
"ENSGALG00000041184"	737	1	0	0	3
"ENSGALG00000041203"	6420	97	1475	44	20
"ENSGALG00000041222"	0	2	11	676	0
"ENSGALG00000041225"	819	18	1	2	3
"ENSGALG00000041228"	3690	898	11	15547	5
"ENSGALG00000041236"	559	78	174	18	16
"ENSGALG00000041238"	568	43	1196	60	19
"ENSGALG00000041258"	1	5	8074	6	1
"ENSGALG00000041263"	4155	10	7	1	6
"ENSGALG00000041266"	23	1336	143	24	227
"ENSGALG00000041273"	935	2	38	14	0
"ENSGALG00000041296"	86	363	68	15	8
"ENSGALG00000041327"	4	8394	0	3	1455
"ENSGALG00000041344"	1694	7752	83	21	426
"ENSGALG00000041371"	6181	5	0	7	4
"ENSGALG00000041372"	426	27	10	11	0
"ENSGALG00000041404"	362	20	233	20	0
"ENSGALG00000041437"	516	85	195	1	8
"ENSGALG00000041501"	429	50	1	0	14
"ENSGALG00000041514"	93	112	951	94	46
"ENSGALG00000041524"	1699	3	4	5	0
"ENSGALG00000041553"	315	23	0	3	5
"ENSGALG00000041555"	281	4361	1081	266	2212
"ENSGALG00000041560"	355	10	13	6	1
"ENSGALG00000041563"	5264	28	17	0	4
"ENSGALG00000041604"	6257	18	39	7	24
"ENSGALG00000041611"	73	56	464	122	17
"ENSGALG00000041612"	0	4	1475	0	0
"ENSGALG00000041619"	6403	709	2023	803	251
"ENSGALG00000041622"	287	6	0	0	2
"ENSGALG00000041634"	9	150	632	60	30
"ENSGALG00000041635"	2378	589	105	46	1081
"ENSGALG00000041641"	1761	219	506	258	220
"ENSGALG00000041663"	59	1	2	271	1
"ENSGALG00000041680"	516	16	15	125	17
"ENSGALG00000041693"	393	115	16	5	1
"ENSGALG00000041708"	301	26	95	57	10
"ENSGALG00000041722"	9426	145	119	49	47
"ENSGALG00000041732"	442	82	325	43	17
"ENSGALG00000041736"	724	2	0	0	1
"ENSGALG00000041752"	66	85	156	15	921
"ENSGALG00000041764"	814	0	0	0	1
"ENSGALG00000041791"	1373	5	4	0	5
"ENSGALG00000041814"	624	73	358	98	59
"ENSGALG00000041823"	1122	262	372	113	148
"ENSGALG00000041826"	55	198	784	32	71
"ENSGALG00000041834"	145	908	361	91	110
"ENSGALG00000041884"	1493	182	215	262	117
"ENSGALG00000041900"	2590	203	442	225	21
"ENSGALG00000041907"	2855	19	31	22	26
"ENSGALG00000041909"	21	26	720	2179	5
"ENSGALG00000041911"	3826	1092	1107	292	312
"ENSGALG00000041921"	11	0	716	0	1
"ENSGALG00000041965"	5	1	30886	1	8
"ENSGALG00000041977"	281	33	1210	958	123
"ENSGALG00000041978"	55	11	2052	387	0
"ENSGALG00000041981"	504	21	76	14	9
"ENSGALG00000041996"	41	346	198	66	15
"ENSGALG00000042008"	2641	1842	16112	5953	1408
"ENSGALG00000042020"	305	151	2356	1196	473
"ENSGALG00000042063"	1169	35	8	0	661
"ENSGALG00000042077"	206	1238	339	165	175
"ENSGALG00000042080"	124	61	1077	155	95
"ENSGALG00000042095"	4	9	628	563	4
"ENSGALG00000042116"	757	2	0	0	0
"ENSGALG00000042125"	6890	1065	1835	464	379
"ENSGALG00000042153"	11622	22	12	12	8
"ENSGALG00000042159"	799	28	46	37	2
"ENSGALG00000042181"	1139	129	291	117	80
"ENSGALG00000042182"	4157	478	335	178	295
"ENSGALG00000042184"	537	1367	15462	1463	405
"ENSGALG00000042199"	6195	3259	202	7	6
"ENSGALG00000042215"	1620	372	339	179	131
"ENSGALG00000042256"	1225	0	0	0	0
"ENSGALG00000042257"	2	28	5	0	58475
"ENSGALG00000042275"	466	50	101	156	8
"ENSGALG00000042279"	44	4	515	0	0
"ENSGALG00000042308"	2628	18	39	480	16
"ENSGALG00000042365"	7	8	327	132	4
"ENSGALG00000042411"	113	582	18	32	144
"ENSGALG00000042415"	506	267	1712	274	48
"ENSGALG00000042419"	220	3	342	61	0
"ENSGALG00000042422"	426	12	100	123	2
"ENSGALG00000042423"	186	91	612	99	71
"ENSGALG00000042446"	0	0	3090	1877	294
"ENSGALG00000042452"	92	25	1919	517	9
"ENSGALG00000042454"	21	0	589	77	0
"ENSGALG00000042460"	170	151	275	912	43
"ENSGALG00000042505"	287	35	74	18	31
"ENSGALG00000042521"	1171	95	38	61	35
"ENSGALG00000042533"	5742	311	388	214	109
"ENSGALG00000042534"	116	372	27	11	885
"ENSGALG00000042551"	615	77	101	8	42
"ENSGALG00000042564"	294	389	257	134	2661
"ENSGALG00000042570"	188	466	15	1	119
"ENSGALG00000042599"	355	191	808	49	86
"ENSGALG00000042604"	295	0	0	0	86
"ENSGALG00000042612"	441	230	1439	315	130
"ENSGALG00000042621"	6	0	544	61	1
"ENSGALG00000042626"	444	1	0	0	0
"ENSGALG00000042642"	674	681	15132	22861	103
"ENSGALG00000042647"	687	5	7	15	0
"ENSGALG00000042739"	2746	1171	780	201	118
"ENSGALG00000042748"	166	26	175	5	494
"ENSGALG00000042767"	140	111	399	19	24
"ENSGALG00000042771"	165	180	223	1368	264
"ENSGALG00000042773"	443	47	340	2	12
"ENSGALG00000042810"	285	116	147	50	1834
"ENSGALG00000042836"	2624	212	83	32	44
"ENSGALG00000042840"	517	26	116	27	11
"ENSGALG00000042871"	2368	126	126	4	8
"ENSGALG00000042894"	375	474	4548	807	700
"ENSGALG00000042984"	190	289	15390	1642	1350
"ENSGALG00000042986"	159	47	514	139	6
"ENSGALG00000042990"	328	44	106	21	35
"ENSGALG00000042992"	1537	63	6	0	12
"ENSGALG00000043006"	724	860	1560	4587	617
"ENSGALG00000043010"	519	340	8036	2380	486
"ENSGALG00000043013"	690	2	35	0	2
"ENSGALG00000043025"	73	86	997	270	3
"ENSGALG00000043035"	274	58	1501	260	53
"ENSGALG00000043041"	1902	16	1	1	38
"ENSGALG00000043044"	19	28	41	827	4
"ENSGALG00000043047"	1656	514	120	4	394
"ENSGALG00000043053"	256	26	2115	180	10
"ENSGALG00000043088"	90	493	202	72	38
"ENSGALG00000043089"	3	11	3493	2733	0
"ENSGALG00000043103"	161	82	76	11	578
"ENSGALG00000043106"	611	56	0	0	0
"ENSGALG00000043118"	426	158	54	48	61
"ENSGALG00000043139"	2104	6	96	1	1
"ENSGALG00000043164"	2168	374	419	180	480
"ENSGALG00000043172"	751	5	8	5	2
"ENSGALG00000043198"	1484	7821	219	89	7035
"ENSGALG00000043209"	2471	18	11	18	9
"ENSGALG00000043234"	1051	14797	9289	3424	579
"ENSGALG00000043240"	18166	105	16	8	809
"ENSGALG00000043283"	1158	637	43	13	5
"ENSGALG00000043287"	36	1274	39	21	222
"ENSGALG00000043290"	141	38	953	2367	60
"ENSGALG00000043352"	551	167	106	3	104
"ENSGALG00000043355"	511	361	4503	634	64
"ENSGALG00000043359"	396	130	991	149	143
"ENSGALG00000043386"	473	6	2	2	7
"ENSGALG00000043393"	1208	3	0	0	0
"ENSGALG00000043394"	719	656	2956	564	173
"ENSGALG00000043435"	45	8	8	17	900
"ENSGALG00000043437"	1907	810	1397	730	7267
"ENSGALG00000043448"	2156	41	88	4	384
"ENSGALG00000043451"	689	98	311	83	60
"ENSGALG00000043460"	394	3	0	0	0
"ENSGALG00000043476"	805	27	38	30	4
"ENSGALG00000043480"	6813	4	1	0	8
"ENSGALG00000043493"	12	1	55	305	8
"ENSGALG00000043513"	23	489	321	44	964
"ENSGALG00000043532"	18	373	13	8	1
"ENSGALG00000043555"	162	39	911	108	208
"ENSGALG00000043572"	881	107	469	56	151
"ENSGALG00000043573"	62	78	741	11	7
"ENSGALG00000043576"	5872	372	868	783	143
"ENSGALG00000043582"	6	763	14	0	0
"ENSGALG00000043583"	2776	29	18	17	3
"ENSGALG00000043584"	272	77	39	0	10
"ENSGALG00000043587"	1016	148	130	74	98
"ENSGALG00000043607"	542	75	180	44	42
"ENSGALG00000043610"	23	263	817	313	43
"ENSGALG00000043662"	37420	4558	908	7	30
"ENSGALG00000043694"	1115	22	51	149	5
"ENSGALG00000043727"	381	630	39	13	1986
"ENSGALG00000043728"	4898	54	38	24	7
"ENSGALG00000043734"	413	38	37	6	235
"ENSGALG00000043736"	3297	693	1049	412	463
"ENSGALG00000043754"	16392	2857	113	13240	593
"ENSGALG00000043764"	1455	0	0	2	1
"ENSGALG00000043771"	1070	344	206	48	124
"ENSGALG00000043775"	472	1356	2310	276	82
"ENSGALG00000043828"	823	181	1389	140	38
"ENSGALG00000043829"	41	1099	313	66	321
"ENSGALG00000043831"	2825	43	237	22	6
"ENSGALG00000043904"	263	4	8	0	2
"ENSGALG00000043906"	12	12	477	229	4
"ENSGALG00000043909"	2	5	66	298	1
"ENSGALG00000043925"	39	18	56	18	2061
"ENSGALG00000043964"	4	2	19	276	0
"ENSGALG00000043971"	331	211	1706	821	108
"ENSGALG00000043998"	1	0	756	0	0
"ENSGALG00000044018"	72	75	518	139	13
"ENSGALG00000044026"	5	1	2060	8456	5
"ENSGALG00000044069"	392	182	21	10	11
"ENSGALG00000044125"	3080	58	35	27	264
"ENSGALG00000044155"	202	376	1394	128	53
"ENSGALG00000044226"	63	33	33	261	4
"ENSGALG00000044251"	284	4	148	72	1
"ENSGALG00000044326"	31	380	131	9174	95
"ENSGALG00000044387"	0	8	280	0	0
"ENSGALG00000044406"	1550	7	129	3	1
"ENSGALG00000044525"	268	20	32	18	11
"ENSGALG00000044554"	255	146	6287	3127	140
"ENSGALG00000044618"	9	13	198	2526	5
"ENSGALG00000044643"	540	1	4	0	1
"ENSGALG00000044675"	98	368	65	3	134
"ENSGALG00000044780"	0	0	1244	151	1
"ENSGALG00000044797"	1084	17	0	0	2
"ENSGALG00000044799"	74	274	113	904	41
"ENSGALG00000044811"	9	50	4	39036	30
"ENSGALG00000044889"	4	2	462	444	9
"ENSGALG00000044975"	10	2	3	0	5030
"ENSGALG00000044997"	395	0	1	0	1
"ENSGALG00000045028"	0	0	508	0	11
"ENSGALG00000045037"	59	7	33	4588	6
"ENSGALG00000045085"	784	159	133	316	23
"ENSGALG00000045115"	65	174	60	964	47
"ENSGALG00000045196"	1439	149	9	235	96
"ENSGALG00000045218"	138	3034	25	34	6028
"ENSGALG00000045246"	683	763	918	3614	287
"ENSGALG00000045288"	6551	5	13	5	1
"ENSGALG00000045305"	4254	131	13	2	3
"ENSGALG00000045312"	52	252	76	12	10
"ENSGALG00000045362"	4	2877	9	6	3997
"ENSGALG00000045366"	0	7	908	221	0
"ENSGALG00000045469"	2279	70	10	1	1
"ENSGALG00000045529"	1471	66	54	12	5
"ENSGALG00000045548"	2037	69	12	1	19
"ENSGALG00000045557"	1	1	1575	1138	0
"ENSGALG00000045574"	1085	43	31	4	15
"ENSGALG00000045602"	34	1498	31	18	16
"ENSGALG00000045636"	299	473	12	5	104
"ENSGALG00000045684"	54	2149	3137	926	231
"ENSGALG00000045747"	142	3	635	219	4
"ENSGALG00000045758"	607	59	33	38	75
"ENSGALG00000045809"	19	9	7391	36	5
"ENSGALG00000045878"	33	2	1268	0	2
"ENSGALG00000045940"	20	18	413	29	1
"ENSGALG00000046008"	298	6	5	5	0
"ENSGALG00000046159"	6	13	4	11706	25
"ENSGALG00000046164"	2458	249	597	10418	62
"ENSGALG00000046192"	53	43	546	145	1
"ENSGALG00000046210"	1457	96	127	40	0
"ENSGALG00000046217"	37	76	6	227309	66
"ENSGALG00000046223"	271	45	15	13	4
"ENSGALG00000046299"	4	194	1189	285	371
"ENSGALG00000046322"	9	45	415	560	3
"ENSGALG00000046331"	0	1	0	490	0
"ENSGALG00000046347"	226	211	4434	1242	125
"ENSGALG00000046409"	2	3	0	2834	1
"ENSGALG00000046411"	334	22	158	17	7
"ENSGALG00000046427"	574	13	9	0	1
"ENSGALG00000046481"	35	280	1680	13	9
"ENSGALG00000046487"	553	32	23	9	0
"ENSGALG00000046507"	288	18	64	18	14
"ENSGALG00000046550"	240	1343	1014	20	223
"ENSGALG00000046564"	0	1125	0	0	0
"ENSGALG00000046572"	0	0	1524	0	0
"ENSGALG00000046616"	7197	134	2092	23	58
"ENSGALG00000046639"	2	13	4691	1247	2
"ENSGALG00000046687"	15	22	650	50	9
"ENSGALG00000046708"	76	231	474	7	66
"ENSGALG00000046724"	897	30	34	4	10
"ENSGALG00000046779"	28	195	289	12	8
"ENSGALG00000046794"	104	101	756	606	39
"ENSGALG00000046826"	280	927	753	163	5834
"ENSGALG00000046843"	448	564	2326	512	315
"ENSGALG00000046885"	69	83	437	132	31
"ENSGALG00000046914"	818	523	149	25	2764
"ENSGALG00000046927"	1471	38	10	5	130
"ENSGALG00000046952"	597	41	265	66	4
"ENSGALG00000046954"	901	11	54	13	14
"ENSGALG00000046978"	394	59	67	91	38
"ENSGALG00000046987"	792	31	56	17	8
"ENSGALG00000046995"	10	34	449	2	18
"ENSGALG00000047017"	3879	5	8	7	3
"ENSGALG00000047019"	358	15	9	1	2
"ENSGALG00000047027"	29	34	582	163	38
"ENSGALG00000047077"	1322	319	7968	8813	75
"ENSGALG00000047125"	1005	175	118	33	14
"ENSGALG00000047129"	0	0	657	20	0
"ENSGALG00000047143"	1300	67	205	76	89
"ENSGALG00000047166"	312	25	379	86	0
"ENSGALG00000047176"	9	4	4659	456	2
"ENSGALG00000047182"	11748	192	332	11	314
"ENSGALG00000047199"	1	2	21	838	0
"ENSGALG00000047208"	72	454	220	74	31
"ENSGALG00000047242"	1304	12	74	12	3
"ENSGALG00000047250"	2	12	7	1	368
"ENSGALG00000047255"	13	0	1010	0	0
"ENSGALG00000047266"	274	1	1	0	0
"ENSGALG00000047283"	12	189	115	5400	27
"ENSGALG00000047289"	2241	130	79	19	1945
"ENSGALG00000047313"	13	4	391	5	2
"ENSGALG00000047320"	134	1802	179	4	588
"ENSGALG00000047321"	65	50	1255	512	136
"ENSGALG00000047323"	303	163	826	111	42
"ENSGALG00000047395"	271	20	239	31	1
"ENSGALG00000047434"	328	372	43	14	39
"ENSGALG00000047441"	1532	9	43	2	1
"ENSGALG00000047453"	5133	440	505	72	21
"ENSGALG00000047464"	30	305	38	49	636
"ENSGALG00000047475"	405	3	4	0	2
"ENSGALG00000047480"	8	2	0	4734	3
"ENSGALG00000047514"	51	38	382	486	6
"ENSGALG00000047632"	165	35	1295	440	37
"ENSGALG00000047636"	4275	452	917	178	69
"ENSGALG00000047652"	937	27	1	0	5
